team, Date, OPPONENT, PassYdLine, PASS_YD, RecYdLine, REC_YD, RecYdLine, REC_YD, result, OverUnder, Spread, ReceptionsPG, PlaysPG, TargetsPG, ExpectedPointsPG, PointsPG, NetYdsPerPassAtt, RushYdsPG, RushYdsPerAtt, RushFirstDownsPG, RecTDPG, YardsPerPlay, TurnoversPG, FumblesPG, FirstDownsPG, PassCompsPG, PassAttPG, PassTDPG, PassIntPG, PassFirstDownsPG, PenaltiesPG, PenaltyFirstDownsPG, ScoresPerOffDrivePG, YardsPG, FeelsLike, WindSpeed, passYPG, recYPG1, recYPG2, medianPassYPG, medianRecYPG1, medianRecYPG2
Russell Wilson Courtland Sutton Jerry Jeudy, 10/06, ind, 239.5, 274, 63.5, 74, 49.5, 53, 2, 42, -3.0, 11.60, 64.20, 17.60, -3.00, 25.10, 6.10, 124.10, 4.10, 7.47, 0.88, 5.20, 1.24, 0.65, 20.20, 21.50, 31.60, 1.47, 0.59, 10.80, 5.24, 1.94, 36.00, 334.00, 61.00, 6.30, 222.40, 45.60, 46.70, 237.00, 97.00, 53.00
Russell Wilson Courtland Sutton Jerry Jeudy, 10/17, lac, 237.5, 188, 65.5, 14, 51.5, 54, 0, 46, 3.5, 10.70, 58.90, 17.40, -4.97, 22.60, 6.20, 145.80, 5.40, 7.00, 0.82, 5.90, 1.41, 0.59, 18.70, 18.20, 29.70, 1.41, 0.82, 10.30, 4.71, 1.41, 37.20, 346.10, 70.00, 0.00, 222.40, 45.60, 46.70, 237.00, 74.00, 53.00
Russell Wilson Courtland Sutton Jerry Jeudy, 10/30, jax, 228.5, 252, 55.5, 13, 48.5, 63, 0, 41, 1.0, 11.60, 65.10, 19.10, -3.07, 20.60, 6.40, 114.80, 4.20, 6.71, 1.06, 5.40, 1.59, 0.76, 20.60, 22.60, 35.40, 1.47, 0.82, 12.40, 5.29, 1.47, 36.10, 353.30, 61.60, 14.10, 222.40, 45.60, 46.70, 237.00, 74.00, 53.00
Russell Wilson Courtland Sutton Jerry Jeudy, 11/13, ten, 229.5, 286, 50.5, 66, 49.5, 0, 0, 40, 2.5, 14.50, 64.70, 22.10, -3.07, 21.10, 6.60, 76.90, 3.40, 5.47, 1.18, 5.40, 1.18, 0.35, 19.90, 25.80, 39.50, 1.71, 0.82, 12.60, 6.76, 1.82, 33.90, 351.60, 28.80, 9.30, 222.40, 45.60, 46.70, 237.00, 72.00, 53.00
Russell Wilson Courtland Sutton Jerry Jeudy, 12/04, bal, 219.5, 189, 61.5, 0, 45.5, 65, 0, 40, 8.5, 13.50, 61.60, 20.80, -1.90, 18.50, 6.20, 92.10, 3.90, 5.35, 0.71, 5.30, 1.47, 0.65, 19.00, 23.20, 34.90, 1.18, 0.82, 12.10, 4.65, 1.53, 35.80, 324.30, 41.50, 5.50, 222.40, 45.60, 46.70, 252.00, 72.00, 53.00
Russell Wilson Courtland Sutton Jerry Jeudy, 12/25, lar, 214.5, 214, 40.5, 64, 56.5, 117, 0, 36, -3.0, 13.60, 61.70, 19.50, -4.45, 22.60, 6.50, 115.10, 4.30, 6.24, 0.76, 5.50, 1.29, 0.35, 19.50, 22.10, 32.70, 1.35, 0.94, 11.90, 4.82, 1.29, 41.00, 341.10, 70.00, 0.00, 222.40, 45.60, 46.70, 237.00, 66.00, 53.00
Russell Wilson Courtland Sutton Jerry Jeudy, 01/01, kan, 223.5, 222, 53.5, 44, 57.5, 38, 1, 46, 12.5, 13.10, 64.30, 20.20, -3.86, 21.70, 5.60, 107.20, 4.40, 6.00, 1.18, 5.10, 1.18, 0.53, 19.80, 24.00, 36.40, 1.94, 0.65, 12.20, 5.76, 1.65, 35.90, 328.20, 49.10, 2.00, 222.40, 45.60, 46.70, 237.00, 66.00, 54.00
Russell Wilson Courtland Sutton Jerry Jeudy, 01/08, lac, 232.5, 283, 48.5, 33, 57.5, 154, 0, 40, -6.0, 10.70, 58.90, 17.40, -4.97, 22.60, 6.20, 145.80, 5.40, 7.00, 0.82, 5.90, 1.41, 0.59, 18.70, 18.20, 29.70, 1.41, 0.82, 10.30, 4.71, 1.41, 37.20, 346.10, 41.70, 8.40, 222.40, 45.60, 46.70, 222.00, 64.00, 53.00
Josh Allen Stefon Diggs Gabriel Davis, 09/08, lar, 278.5, 297, 65.5, 122, 59.5, 88, 2, 52, -2.5, 13.60, 61.70, 19.50, -4.45, 22.60, 6.50, 115.10, 4.30, 6.24, 0.76, 5.50, 1.29, 0.35, 19.50, 22.10, 32.70, 1.35, 0.94, 11.90, 4.82, 1.29, 41.00, 341.10, 70.00, 0.00, 259.20, 72.10, 34.30, 259.20, 72.10, 34.30
Josh Allen Stefon Diggs Gabriel Davis, 09/25, mia, 285.5, 400, 80.5, 74, 55.5, 37, 0, 54, -4.0, 13.20, 63.90, 21.10, -3.91, 23.50, 6.00, 103.00, 4.10, 5.76, 0.65, 5.30, 0.82, 0.35, 19.80, 24.50, 36.70, 1.59, 0.47, 11.80, 4.94, 2.24, 37.50, 337.80, 93.50, 2.50, 259.20, 72.10, 34.30, 297.00, 122.00, 88.00
Josh Allen Stefon Diggs Gabriel Davis, 10/02, bal, 289.5, 213, 84.5, 62, 47.5, 13, 1, 50, -3.0, 13.50, 61.60, 20.80, -1.90, 18.50, 6.20, 92.10, 3.90, 5.35, 0.71, 5.30, 1.47, 0.65, 19.00, 23.20, 34.90, 1.18, 0.82, 12.10, 4.65, 1.53, 35.80, 324.30, 57.10, 10.20, 259.20, 72.10, 34.30, 400.00, 122.00, 88.00
Josh Allen Stefon Diggs Gabriel Davis, 10/09, pit, 277.5, 424, 82.5, 102, 50.5, 171, 2, 44, -14.0, 10.70, 60.20, 18.50, -2.77, 20.40, 6.50, 108.10, 4.20, 5.59, 1.00, 5.50, 1.35, 0.18, 18.50, 19.50, 31.90, 1.71, 1.18, 11.50, 5.65, 1.35, 37.30, 330.40, 59.90, 18.70, 259.20, 72.10, 34.30, 297.00, 74.00, 37.00
Josh Allen Stefon Diggs Gabriel Davis, 10/16, kan, 299.5, 329, 86.5, 148, 60.5, 74, 2, 54, -2.5, 13.10, 64.30, 20.20, -3.86, 21.70, 5.60, 107.20, 4.40, 6.00, 1.18, 5.10, 1.18, 0.53, 19.80, 24.00, 36.40, 1.94, 0.65, 12.20, 5.76, 1.65, 35.90, 328.20, 62.60, 13.50, 259.20, 72.10, 34.30, 400.00, 102.00, 88.00
Josh Allen Stefon Diggs Gabriel Davis, 10/30, gnb, 273.5, 218, 82.5, 108, 56.5, 35, 0, 47, -10.5, 11.00, 58.30, 16.60, -3.76, 21.80, 6.50, 139.50, 5.00, 7.59, 0.76, 5.80, 1.41, 0.41, 18.90, 18.50, 28.10, 1.29, 1.00, 9.59, 5.88, 1.71, 38.20, 336.50, 51.50, 2.80, 259.20, 72.10, 34.30, 329.00, 102.00, 74.00
Josh Allen Stefon Diggs Gabriel Davis, 11/06, nyj, 279.5, 205, 81.5, 93, 55.5, 33, 0, 46, -10.5, 9.88, 64.30, 16.60, 1.53, 18.60, 5.40, 121.60, 4.20, 6.88, 0.59, 4.80, 0.94, 0.24, 18.20, 20.40, 32.70, 0.88, 0.71, 9.76, 5.29, 1.59, 32.30, 311.10, 73.30, 9.60, 259.20, 72.10, 34.30, 329.00, 108.00, 74.00
Josh Allen Stefon Diggs Gabriel Davis, 11/13, min, 252.5, 330, 79.5, 128, 45.5, 93, 2, 46, -6.5, 14.70, 65.80, 22.20, -6.12, 25.10, 6.90, 123.10, 4.50, 6.65, 0.76, 5.90, 1.47, 0.59, 21.10, 24.00, 36.30, 1.35, 0.88, 13.20, 6.53, 1.29, 41.10, 388.70, 29.20, 6.60, 259.20, 72.10, 34.30, 297.00, 102.00, 37.00
Josh Allen Stefon Diggs Gabriel Davis, 11/20, cle, 283.5, 197, 90.5, 48, 54.5, 68, 0, 50, -7.5, 9.94, 61.20, 16.70, -3.41, 22.40, 6.00, 135.00, 4.70, 7.59, 0.88, 5.40, 1.18, 0.53, 19.40, 18.50, 30.50, 1.18, 0.65, 9.76, 5.18, 2.00, 38.50, 331.20, 10.40, 20.10, 259.20, 72.10, 34.30, 329.00, 108.00, 74.00
Josh Allen Stefon Diggs Gabriel Davis, 11/24, det, 285.5, 253, 90.5, 77, 58.5, 38, 1, 55, -9.5, 13.40, 63.30, 20.90, -9.39, 25.10, 7.00, 146.50, 5.20, 7.94, 0.88, 6.20, 1.29, 0.59, 22.20, 20.80, 32.90, 1.53, 0.71, 12.30, 6.06, 1.94, 41.20, 392.40, 70.00, 0.00, 259.20, 72.10, 34.30, 297.00, 102.00, 68.00
Josh Allen Stefon Diggs Gabriel Davis, 12/01, nwe, 266.5, 223, 83.5, 92, 51.5, 15, 0, 44, -4.0, 12.20, 64.20, 19.80, 3.26, 20.40, 5.70, 105.50, 4.10, 5.29, 0.88, 5.00, 1.76, 0.65, 18.50, 21.40, 35.10, 1.65, 1.12, 11.40, 5.24, 1.76, 30.50, 322.00, 30.80, 9.40, 259.20, 72.10, 34.30, 297.00, 102.00, 68.00
Josh Allen Stefon Diggs Gabriel Davis, 12/11, nyj, 250.5, 147, 74.5, 37, 46.5, 31, 1, 44, -10.0, 9.88, 64.30, 16.60, 1.53, 18.60, 5.40, 121.60, 4.20, 6.88, 0.59, 4.80, 0.94, 0.24, 18.20, 20.40, 32.70, 0.88, 0.71, 9.76, 5.29, 1.59, 32.30, 311.10, 29.20, 9.90, 259.20, 72.10, 34.30, 253.00, 93.00, 38.00
Josh Allen Stefon Diggs Gabriel Davis, 12/17, mia, 243.5, 304, 71.5, 60, 36.5, 56, 0, 44, -7.0, 13.20, 63.90, 21.10, -3.91, 23.50, 6.00, 103.00, 4.10, 5.76, 0.65, 5.30, 0.82, 0.35, 19.80, 24.50, 36.70, 1.59, 0.47, 11.80, 4.94, 2.24, 37.50, 337.80, 23.30, 6.10, 259.20, 72.10, 34.30, 253.00, 93.00, 38.00
Josh Allen Stefon Diggs Gabriel Davis, 12/24, chi, 215.5, 172, 64.5, 26, 36.5, 45, 0, 40, -8.0, 10.80, 61.40, 16.40, -9.95, 27.20, 7.40, 157.30, 4.90, 8.88, 0.76, 6.10, 1.35, 0.53, 21.20, 19.00, 28.30, 1.29, 0.82, 10.80, 4.94, 1.53, 41.80, 375.90, -12.40, 19.00, 259.20, 72.10, 34.30, 253.00, 92.00, 38.00
Josh Allen Stefon Diggs Gabriel Davis, 01/08, nwe, 235.5, 254, 78.5, 104, 41.5, 39, 0, 44, -8.0, 12.20, 64.20, 19.80, 3.26, 20.40, 5.70, 105.50, 4.10, 5.29, 0.88, 5.00, 1.76, 0.65, 18.50, 21.40, 35.10, 1.65, 1.12, 11.40, 5.24, 1.76, 30.50, 322.00, 24.90, 5.20, 259.20, 72.10, 34.30, 253.00, 92.00, 45.00
Jacoby Brissett Amari Cooper Donovan Peoples-Jones, 09/11, car, 206.5, 147, 48.5, 17, 26.5, 60, 0, 42, 1.5, 14.40, 64.90, 21.20, -3.06, 22.00, 6.30, 122.60, 4.30, 7.35, 0.88, 5.40, 1.00, 0.41, 20.40, 22.50, 34.10, 1.47, 0.59, 11.40, 6.18, 1.59, 34.20, 350.20, 87.10, 9.90, 116.60, 57.70, 42.60, 116.60, 57.70, 42.60
Jacoby Brissett Amari Cooper Donovan Peoples-Jones, 09/18, nyj, 197.5, 229, 44.5, 101, 39.5, 0, 0, 38, -6.5, 9.88, 64.30, 16.60, 1.53, 18.60, 5.40, 121.60, 4.20, 6.88, 0.59, 4.80, 0.94, 0.24, 18.20, 20.40, 32.70, 0.88, 0.71, 9.76, 5.29, 1.59, 32.30, 311.10, 83.00, 16.00, 116.60, 57.70, 42.60, 147.00, 17.00, 60.00
Jacoby Brissett Amari Cooper Donovan Peoples-Jones, 09/22, pit, 180.5, 220, 46.5, 101, 26.5, 10, 0, 38, -4.5, 10.70, 60.20, 18.50, -2.77, 20.40, 6.50, 108.10, 4.20, 5.59, 1.00, 5.50, 1.35, 0.18, 18.50, 19.50, 31.90, 1.71, 1.18, 11.50, 5.65, 1.35, 37.30, 330.40, 61.00, 22.90, 116.60, 57.70, 42.60, 229.00, 101.00, 60.00
Jacoby Brissett Amari Cooper Donovan Peoples-Jones, 10/02, atl, 209.5, 234, 58.5, 9, 27.5, 71, 0, 48, -1.0, 12.50, 63.60, 19.30, -7.26, 22.70, 6.80, 130.20, 4.40, 8.00, 0.94, 5.70, 1.00, 0.41, 20.60, 21.90, 33.00, 1.53, 0.59, 11.80, 5.88, 0.88, 43.50, 362.10, 70.00, 0.00, 116.60, 57.70, 42.60, 220.00, 101.00, 10.00
Jacoby Brissett Amari Cooper Donovan Peoples-Jones, 10/09, lac, 211.5, 230, 51.5, 76, 32.5, 50, 2, 47, 1.5, 10.70, 58.90, 17.40, -4.97, 22.60, 6.20, 145.80, 5.40, 7.00, 0.82, 5.90, 1.41, 0.59, 18.70, 18.20, 29.70, 1.41, 0.82, 10.30, 4.71, 1.41, 37.20, 346.10, 60.20, 15.00, 116.60, 57.70, 42.60, 229.00, 101.00, 60.00
Jacoby Brissett Amari Cooper Donovan Peoples-Jones, 10/16, nwe, 204.5, 266, 50.5, 44, 33.5, 74, 0, 44, -2.5, 12.20, 64.20, 19.80, 3.26, 20.40, 5.70, 105.50, 4.10, 5.29, 0.88, 5.00, 1.76, 0.65, 18.50, 21.40, 35.10, 1.65, 1.12, 11.40, 5.24, 1.76, 30.50, 322.00, 64.10, 11.40, 116.60, 57.70, 42.60, 229.00, 76.00, 50.00
Jacoby Brissett Amari Cooper Donovan Peoples-Jones, 10/23, bal, 225.5, 258, 55.5, 74, 35.5, 71, 2, 46, 6.5, 13.50, 61.60, 20.80, -1.90, 18.50, 6.20, 92.10, 3.90, 5.35, 0.71, 5.30, 1.47, 0.65, 19.00, 23.20, 34.90, 1.18, 0.82, 12.10, 4.65, 1.53, 35.80, 324.30, 65.20, 9.30, 116.60, 57.70, 42.60, 230.00, 76.00, 60.00
Jacoby Brissett Amari Cooper Donovan Peoples-Jones, 10/31, cin, 219.5, 278, 55.5, 131, 42.5, 81, 2, 45, 3.0, 10.60, 62.30, 17.90, -1.25, 20.10, 6.20, 106.60, 4.20, 6.38, 0.69, 5.40, 1.50, 0.69, 18.40, 20.60, 34.90, 1.06, 0.81, 10.80, 6.25, 1.25, 36.40, 335.70, 65.00, 9.10, 116.60, 57.70, 42.60, 230.00, 74.00, 60.00
Jacoby Brissett Amari Cooper Donovan Peoples-Jones, 11/13, mia, 227.5, 212, 69.5, 32, 47.5, 99, 0, 50, 3.5, 13.20, 63.90, 21.10, -3.91, 23.50, 6.00, 103.00, 4.10, 5.76, 0.65, 5.30, 0.82, 0.35, 19.80, 24.50, 36.70, 1.59, 0.47, 11.80, 4.94, 2.24, 37.50, 337.80, 85.90, 5.80, 116.60, 57.70, 42.60, 234.00, 76.00, 71.00
Jacoby Brissett Amari Cooper Donovan Peoples-Jones, 11/20, buf, 223.5, 324, 58.5, 113, 44.5, 61, 2, 50, 7.5, 12.60, 62.30, 20.30, 0.28, 17.90, 5.60, 104.60, 4.30, 6.44, 1.13, 5.10, 1.69, 0.63, 19.60, 22.60, 35.60, 1.31, 1.06, 11.30, 5.56, 1.81, 31.00, 319.10, 10.40, 20.10, 116.60, 57.70, 42.60, 230.00, 74.00, 71.00
Jacoby Brissett Amari Cooper Donovan Peoples-Jones, 11/27, tam, 205.5, 210, 51.5, 94, 41.5, 16, 0, 42, 3.0, 12.60, 63.10, 20.20, -2.15, 21.10, 5.60, 120.70, 4.50, 6.06, 0.94, 5.10, 1.18, 0.59, 18.50, 21.40, 33.50, 1.71, 0.59, 10.90, 5.71, 1.47, 33.00, 324.30, 56.00, 17.10, 116.60, 57.70, 42.60, 234.00, 76.00, 71.00
Matt Ryan Michael Pittman Parris Campbell, 09/11, hou, 235.5, 352, 65.5, 121, 30.5, 37, 2, 46, -7.0, 10.30, 66.70, 16.00, -4.73, 24.70, 6.30, 170.20, 5.10, 8.82, 0.35, 5.70, 1.59, 0.65, 21.90, 19.80, 30.70, 0.88, 0.94, 11.50, 5.59, 1.53, 35.20, 379.50, 70.00, 0.00, 233.40, 63.60, 27.00, 233.40, 63.60, 27.00
Matt Ryan Michael Pittman Parris Campbell, 09/25, kan, 249.5, 222, 70.5, 72, 23.5, 10, 0, 51, 4.5, 13.10, 64.30, 20.20, -3.86, 21.70, 5.60, 107.20, 4.40, 6.00, 1.18, 5.10, 1.18, 0.53, 19.80, 24.00, 36.40, 1.94, 0.65, 12.20, 5.76, 1.65, 35.90, 328.20, 70.00, 0.00, 233.40, 63.60, 27.00, 352.00, 121.00, 37.00
Matt Ryan Michael Pittman Parris Campbell, 10/02, ten, 235.5, 356, 71.5, 31, 19.5, 43, 0, 43, -4.0, 14.50, 64.70, 22.10, -3.07, 21.10, 6.60, 76.90, 3.40, 5.47, 1.18, 5.40, 1.18, 0.35, 19.90, 25.80, 39.50, 1.71, 0.82, 12.60, 6.76, 1.82, 33.90, 351.60, 70.00, 0.00, 233.40, 63.60, 27.00, 352.00, 121.00, 37.00
Matt Ryan Michael Pittman Parris Campbell, 10/06, den, 230.5, 251, 63.5, 59, 20.5, 22, 0, 42, 3.0, 11.70, 63.50, 18.80, 0.43, 21.10, 5.60, 109.80, 4.30, 6.41, 0.53, 5.00, 1.35, 0.47, 19.10, 23.10, 35.60, 1.18, 0.88, 10.60, 6.24, 2.06, 35.90, 320.00, 61.00, 6.30, 233.40, 63.60, 27.00, 352.00, 72.00, 37.00
Matt Ryan Michael Pittman Parris Campbell, 10/16, jax, 242.5, 389, 69.5, 134, 21.5, 57, 2, 41, -1.5, 11.60, 65.10, 19.10, -3.07, 20.60, 6.40, 114.80, 4.20, 6.71, 1.06, 5.40, 1.59, 0.76, 20.60, 22.60, 35.40, 1.47, 0.82, 12.40, 5.29, 1.47, 36.10, 353.30, 70.00, 0.00, 233.40, 63.60, 27.00, 352.00, 72.00, 37.00
Matt Ryan Michael Pittman Parris Campbell, 10/23, ten, 249.5, 243, 68.5, 58, 26.5, 70, 0, 43, 2.5, 14.50, 64.70, 22.10, -3.07, 21.10, 6.60, 76.90, 3.40, 5.47, 1.18, 5.40, 1.18, 0.35, 19.90, 25.80, 39.50, 1.71, 0.82, 12.60, 6.76, 1.82, 33.90, 351.60, 75.00, 13.60, 233.40, 63.60, 27.00, 352.00, 72.00, 37.00
Matt Ryan Michael Pittman Parris Campbell, 11/20, phi, 229.5, 213, 57.5, 75, 42.5, 67, 0, 46, 6.5, 10.80, 63.10, 18.00, 1.22, 20.20, 4.90, 121.60, 4.60, 6.76, 0.94, 4.80, 1.59, 0.59, 19.10, 20.60, 32.70, 1.29, 1.00, 10.90, 5.59, 1.41, 32.40, 301.50, 70.00, 0.00, 233.40, 63.60, 27.00, 352.00, 72.00, 43.00
Matt Ryan Michael Pittman Parris Campbell, 11/28, pit, 231.5, 199, 66.5, 61, 45.5, 14, 1, 40, -2.5, 10.70, 60.20, 18.50, -2.77, 20.40, 6.50, 108.10, 4.20, 5.59, 1.00, 5.50, 1.35, 0.18, 18.50, 19.50, 31.90, 1.71, 1.18, 11.50, 5.65, 1.35, 37.30, 330.40, 70.00, 0.00, 233.40, 63.60, 27.00, 251.00, 72.00, 43.00
Matt Ryan Michael Pittman Parris Campbell, 12/04, dal, 215.5, 233, 60.5, 16, 37.5, 43, 0, 44, 11.0, 12.00, 64.80, 19.10, 1.87, 20.10, 5.70, 129.30, 4.40, 7.00, 1.29, 5.10, 1.94, 1.00, 19.20, 20.30, 32.40, 1.35, 0.94, 10.20, 5.76, 2.00, 33.50, 330.20, 70.00, 0.00, 233.40, 63.60, 27.00, 251.00, 72.00, 43.00
Matt Ryan Michael Pittman Parris Campbell, 12/17, min, 255.5, 182, 68.5, 60, 39.5, 13, 1, 47, 3.5, 14.70, 65.80, 22.20, -6.12, 25.10, 6.90, 123.10, 4.50, 6.65, 0.76, 5.90, 1.47, 0.59, 21.10, 24.00, 36.30, 1.35, 0.88, 13.20, 6.53, 1.29, 41.10, 388.70, 70.00, 0.00, 233.40, 63.60, 27.00, 243.00, 61.00, 43.00
Dak Prescott CeeDee Lamb Dalton Schultz, 09/11, tam, 262.5, 134, 75.5, 29, 50.5, 62, 0, 50, 2.5, 12.60, 63.10, 20.20, -2.15, 21.10, 5.60, 120.70, 4.50, 6.06, 0.94, 5.10, 1.18, 0.59, 18.50, 21.40, 33.50, 1.71, 0.59, 10.90, 5.71, 1.47, 33.00, 324.30, 70.00, 0.00, 278.10, 68.90, 47.50, 278.10, 68.90, 47.50
Dak Prescott CeeDee Lamb Dalton Schultz, 10/23, det, 258.5, 207, 76.5, 70, 31.5, 49, 0, 50, -7.0, 13.40, 63.30, 20.90, -9.39, 25.10, 7.00, 146.50, 5.20, 7.94, 0.88, 6.20, 1.29, 0.59, 22.20, 20.80, 32.90, 1.53, 0.71, 12.30, 6.06, 1.94, 41.20, 392.40, 70.00, 0.00, 278.10, 68.90, 47.50, 134.00, 29.00, 62.00
Dak Prescott CeeDee Lamb Dalton Schultz, 10/30, chi, 236.5, 250, 70.5, 77, 32.5, 74, 2, 42, -10.0, 10.80, 61.40, 16.40, -9.95, 27.20, 7.40, 157.30, 4.90, 8.88, 0.76, 6.10, 1.35, 0.53, 21.20, 19.00, 28.30, 1.29, 0.82, 10.80, 4.94, 1.53, 41.80, 375.90, 70.00, 0.00, 278.10, 68.90, 47.50, 207.00, 70.00, 62.00
Dak Prescott CeeDee Lamb Dalton Schultz, 11/13, gnb, 235.5, 265, 61.5, 150, 35.5, 54, 2, 44, -3.5, 11.00, 58.30, 16.60, -3.76, 21.80, 6.50, 139.50, 5.00, 7.59, 0.76, 5.80, 1.41, 0.41, 18.90, 18.50, 28.10, 1.29, 1.00, 9.59, 5.88, 1.71, 38.20, 336.50, 26.30, 8.00, 278.10, 68.90, 47.50, 207.00, 70.00, 62.00
Dak Prescott CeeDee Lamb Dalton Schultz, 11/20, min, 262.5, 276, 77.5, 45, 41.5, 22, 0, 48, -2.5, 14.70, 65.80, 22.20, -6.12, 25.10, 6.90, 123.10, 4.50, 6.65, 0.76, 5.90, 1.47, 0.59, 21.10, 24.00, 36.30, 1.35, 0.88, 13.20, 6.53, 1.29, 41.10, 388.70, 70.00, 0.00, 278.10, 68.90, 47.50, 250.00, 77.00, 62.00
Dak Prescott CeeDee Lamb Dalton Schultz, 11/24, nyg, 256.5, 261, 80.5, 106, 41.5, 31, 0, 46, -10.0, 12.60, 63.40, 21.20, -7.37, 21.80, 6.00, 144.20, 5.20, 7.88, 0.76, 5.60, 1.12, 0.76, 21.80, 20.50, 33.40, 1.24, 0.35, 11.80, 6.53, 2.12, 39.80, 358.20, 70.00, 0.00, 278.10, 68.90, 47.50, 250.00, 70.00, 54.00
Dak Prescott CeeDee Lamb Dalton Schultz, 12/04, ind, 241.5, 170, 67.5, 71, 37.5, 33, 0, 44, -11.0, 11.60, 64.20, 17.60, -3.00, 25.10, 6.10, 124.10, 4.10, 7.47, 0.88, 5.20, 1.24, 0.65, 20.20, 21.50, 31.60, 1.47, 0.59, 10.80, 5.24, 1.94, 36.00, 334.00, 70.00, 0.00, 278.10, 68.90, 47.50, 261.00, 77.00, 54.00
Dak Prescott CeeDee Lamb Dalton Schultz, 12/11, hou, 236.5, 284, 69.5, 33, 32.5, 87, 0, 44, -17.0, 10.30, 66.70, 16.00, -4.73, 24.70, 6.30, 170.20, 5.10, 8.82, 0.35, 5.70, 1.59, 0.65, 21.90, 19.80, 30.70, 0.88, 0.94, 11.50, 5.59, 1.53, 35.20, 379.50, 70.00, 0.00, 278.10, 68.90, 47.50, 250.00, 71.00, 49.00
Dak Prescott CeeDee Lamb Dalton Schultz, 12/18, jax, 255.5, 256, 68.5, 126, 44.5, 15, 0, 48, -3.5, 11.60, 65.10, 19.10, -3.07, 20.60, 6.40, 114.80, 4.20, 6.71, 1.06, 5.40, 1.59, 0.76, 20.60, 22.60, 35.40, 1.47, 0.82, 12.40, 5.29, 1.47, 36.10, 353.30, 54.10, 8.40, 278.10, 68.90, 47.50, 261.00, 71.00, 54.00
Dak Prescott CeeDee Lamb Dalton Schultz, 12/24, phi, 244.5, 347, 67.5, 120, 37.5, 43, 2, 48, -4.0, 10.80, 63.10, 18.00, 1.22, 20.20, 4.90, 121.60, 4.60, 6.76, 0.94, 4.80, 1.59, 0.59, 19.10, 20.60, 32.70, 1.29, 1.00, 10.90, 5.59, 1.41, 32.40, 301.50, 70.00, 0.00, 278.10, 68.90, 47.50, 256.00, 71.00, 49.00
Dak Prescott CeeDee Lamb Dalton Schultz, 12/29, ten, 227.5, 282, 69.5, 100, 39.5, 56, 2, 40, -14.0, 14.50, 64.70, 22.10, -3.07, 21.10, 6.60, 76.90, 3.40, 5.47, 1.18, 5.40, 1.18, 0.35, 19.90, 25.80, 39.50, 1.71, 0.82, 12.60, 6.76, 1.82, 33.90, 351.60, 56.90, 7.70, 278.10, 68.90, 47.50, 261.00, 77.00, 49.00
Dak Prescott CeeDee Lamb Dalton Schultz, 01/08, was, 208.5, 128, 65.5, 52, 39.5, 33, 1, 40, -7.0, 11.00, 58.70, 18.00, 0.43, 20.20, 5.80, 113.30, 4.40, 6.00, 0.88, 5.20, 1.06, 0.53, 16.80, 18.10, 30.20, 1.53, 0.53, 9.12, 5.00, 1.71, 31.50, 304.60, 35.30, 8.40, 278.10, 68.90, 47.50, 261.00, 77.00, 49.00
